"Guild","b1_mean","b1_sd","b1_lo","b1_hi","b1_covered","range_mean","range_lo","range_hi","range_covered","sigma_mean","sigma_lo","sigma_hi","sigma_covered","WAIC_cov","WAIC_null","Delta_WAIC","logCPO"
"Water",-1.31488255575522,0.294837001670168,-1.89275246033852,-0.737012651171915,TRUE,3.66154801270695,1.80598047018829,5.92478848691108,TRUE,1.07281281661619,1.34386772793616,2.43408884121165,TRUE,-216.002759342021,-211.810203293959,4.19255604806202,107.688057496548
"Water",-1.65302670462499,0.203705848122631,-2.05228283038554,-1.25377057886445,TRUE,2.61038944589396,0.719754290183689,5.35158043291539,TRUE,0.504510316545436,0.848383339171444,2.31334831638372,FALSE,-92.1243237688336,-95.356177862576,-3.23185409374243,46.0297098584714
"Water",-1.44910290255748,0.248669525025155,-1.93648621565946,-0.961719589455491,TRUE,4.11784075591978,1.29194946378421,8.03532980700204,TRUE,0.748249405457185,1.13663954875071,2.83466573108754,TRUE,-104.140347914212,-102.261606307792,1.87874160641924,52.0409732983982
"Water",-1.59395930160965,0.224543587977643,-2.03405664700524,-1.15386195621407,TRUE,2.70015883031746,1.13030164658053,4.71551904622634,TRUE,0.689561050049553,1.06315645442265,2.1715245902882,TRUE,-200.699250576778,-194.503557347209,6.1956932295688,100.184668741524
"Water",-1.57276307409363,0.22815721778858,-2.01994300377211,-1.12558314441515,TRUE,2.6035217479858,1.21777015724086,4.34391079971899,TRUE,0.726565526628966,1.10352623767668,2.08420507621467,TRUE,-284.307482269933,-287.821487093388,-3.51400482345485,141.941752690331
"Water",-1.12846990478608,0.177550827985761,-1.47646313306344,-0.780476676508723,FALSE,4.25917594077688,1.1689959973266,8.56953438033251,TRUE,0.527165327207132,1.08120118263282,2.92737670625639,TRUE,-58.2703989986938,-50.3842173333961,7.88618166529771,29.1306822910625
"Water",-1.05637698048469,0.219055953499469,-1.48571875994273,-0.627035201026653,FALSE,3.38672850468773,1.24843256633556,6.19582905803412,TRUE,0.723445491614693,1.11733279122004,2.48914223338766,TRUE,-16.7004334744216,-20.6759013149197,-3.97546784049804,8.31860174601543
"Water",-1.57951866490128,0.257057362900637,-2.08334183814737,-1.07569549165519,TRUE,3.72469770200082,1.57548164779543,6.52300271118019,TRUE,0.773617249822183,1.25518191820765,2.55401697550744,TRUE,-215.472373910511,-205.733687362911,9.73868654759985,107.519612221567
"Water",-1.64020704987579,0.215686738681752,-2.06294528963493,-1.21746881011665,TRUE,2.37906367171486,1.09703670311817,3.98198729236167,TRUE,0.625986465681005,1.04739519910976,1.99549174199285,TRUE,-234.186691032284,-232.227634801349,1.95905623093441,116.923148735938
"Water",-1.89053224927517,0.281077963718716,-2.44143493501171,-1.33962956353863,TRUE,3.97169118990269,1.61505447091452,7.01245928002909,TRUE,0.813932812537406,1.27084793382785,2.6481048468724,TRUE,-314.686515086847,-304.45941722236,10.2270978644875,157.251756879004
